active_sessions,crc_errors_per_second,buffer_memory_utilization_percent,unplanned_restarts_last_24h,dropped_packets_due_to_buffer_full_last_hour,target
2000,0.012659,57.5,0,40,0
1557,0.065251,25.5,1,90,1
1499,0.011824,17.1,1,41,0
3515,0.04375,100.0,2,112,1
542,0.008086,72.6,1,26,0
3750,0.009168,4.9,0,42,0
4752,0.03771,70.4,0,32,0
1278,0.010276,41.2,0,57,0
4558,0.02695,36.5,0,109,1
1357,0.057209,20.6,0,114,1
3734,0.023588,84.0,0,25,0
1941,0.015876,6.4,0,39,0
2409,0.008767,29.0,0,102,0
1010,0.011126,30.6,0,84,0
4440,0.046245,16.1,1,1,0
4737,0.00095,50.8,1,55,0
4109,0.011003,1.2,0,23,0
2269,0.003332,30.1,1,26,0
2272,0.010219,93.4,0,102,0
223,0.009355,31.1,1,55,0
3258,0.001666,36.0,0,15,0
885,0.002316,47.3,1,123,0
2516,0.009719,56.2,0,48,0
896,0.001372,80.9,0,16,0
4272,0.003081,19.0,0,85,0
4254,0.018033,87.2,0,15,0
2036,0.026166,84.2,0,53,1
2256,0.006695,72.3,2,42,0
3907,0.028326,8.7,0,13,0
1401,0.002577,2.2,0,70,0
4263,0.034289,69.5,1,149,1
3240,0.009326,86.3,0,23,0
3336,0.014079,58.4,0,16,0
2452,0.023193,21.3,0,33,0
2032,0.024707,9.1,1,7,0
2821,0.01499,70.0,1,74,0
464,0.002592,72.2,1,46,0
2490,0.000251,17.3,0,6,0
1046,0.004841,2.8,0,39,0
1477,0.001526,40.8,0,46,0
1539,0.012392,58.3,0,50,0
3280,0.010821,70.6,1,17,0
4957,0.00045,81.0,0,24,0
440,0.018115,61.1,1,45,0
3089,0.00286,11.1,1,57,0
482,0.00566,68.3,0,50,0
1656,0.011024,98.4,0,4,0
399,0.031299,98.8,1,76,1
238,0.027132,92.8,0,119,1
458,0.000679,30.2,0,47,0
1622,0.028122,80.3,0,87,1
3556,0.014475,85.1,1,48,0
1727,0.024672,67.8,3,18,0
1403,0.005336,25.1,0,51,0
1234,0.005509,95.4,0,13,0
2286,0.012128,45.1,0,22,0
3270,0.028607,13.0,0,44,0
3935,0.003107,11.0,0,5,0
2251,0.005801,64.8,1,43,0
1337,0.015895,43.8,1,27,0
3835,0.009408,9.4,0,17,0
2934,0.001172,74.0,0,61,0
4360,0.009881,79.9,2,18,0
1098,0.002067,72.5,0,16,0
2667,0.007138,20.2,1,18,0
1407,0.007531,69.0,0,20,0
756,0.020891,1.1,0,17,0
2760,0.006208,30.5,0,11,0
2311,0.017904,47.6,0,110,1
2009,0.002626,83.5,0,100,0
3830,0.06886,46.0,1,60,1
2146,0.001875,1.1,0,67,0
3262,0.005549,35.2,0,11,0
1240,0.002072,49.9,0,14,0
366,0.014841,94.9,0,31,0
1945,0.006432,94.1,1,5,0
1808,0.004325,18.1,0,15,0
3730,0.00448,18.5,0,32,0
3311,0.01912,16.3,0,9,0
2393,0.008069,78.9,0,12,0
3832,0.012654,0.6,0,26,0
3929,0.022734,12.7,0,31,0
1610,0.023202,53.8,1,31,0
575,0.021887,36.7,1,94,1
1076,0.03046,9.2,1,53,0
1307,0.000252,36.0,0,11,0
2060,0.004729,27.4,1,20,0
657,0.022614,51.1,0,48,0
982,0.003211,97.9,0,35,0
2294,0.003189,12.4,1,36,0
4861,0.003604,37.3,0,83,0
2767,0.009476,93.2,1,91,0
4777,0.005768,87.7,1,19,0
4890,0.012973,39.4,1,39,0
1710,0.022529,69.9,2,31,0
3588,0.011215,8.8,1,44,0
2554,0.002287,71.3,1,96,0
4594,0.026983,97.3,1,48,0
2046,0.003072,53.7,0,85,0
4910,0.001624,49.8,1,29,0
4899,0.000943,18.7,1,31,0
2908,0.008287,63.4,0,0,0
3925,0.046245,66.8,4,109,1
3636,0.001494,65.2,1,87,0
3902,0.04602,8.3,2,72,1
4277,0.003308,54.9,1,37,0
4799,0.009269,59.5,0,9,0
2070,0.016969,20.8,1,16,0
3922,0.014328,20.8,1,38,0
2919,0.003045,27.6,1,4,0
1002,0.002814,71.2,1,52,0
464,0.033753,60.6,0,116,0
4358,8.3e-05,84.6,1,29,0
3219,0.021179,29.6,0,12,0
2658,0.002228,91.2,0,5,0
1963,0.029428,74.4,0,9,0
215,0.00419,39.5,2,68,0
2484,0.005804,9.5,0,26,0
4035,0.01228,25.7,0,10,0
2590,0.008859,95.7,1,56,0
1042,0.003826,31.0,0,45,0
1824,0.008071,33.0,0,69,0
2434,0.01312,19.0,0,22,0
2867,0.011561,86.4,0,40,1
1237,0.000113,27.6,0,102,0
2627,0.006126,33.0,0,147,0
4217,0.051404,53.3,0,147,1
3520,0.010917,43.4,1,10,0
4878,0.002409,41.1,0,86,0
4006,0.005671,50.4,0,66,0
3737,0.002202,81.5,0,53,0
3053,0.007951,81.9,1,36,0
2467,0.049217,92.5,1,109,1
4321,0.000234,10.1,0,3,0
376,0.031434,93.1,0,133,1
2099,0.030847,12.0,2,19,0
1327,0.001535,12.5,0,18,0
3852,0.012326,94.8,0,7,0
3835,0.000703,81.9,0,33,0
795,0.001145,55.2,1,9,0
1409,0.007111,87.5,1,55,0
4252,0.006252,98.9,0,90,0
3334,0.030278,61.1,0,58,0
4214,0.028974,61.3,1,53,0
2411,0.015124,75.4,0,57,0
2941,0.009216,23.2,1,120,0
4308,0.006069,16.7,0,7,0
3659,0.004403,76.0,0,32,0
3498,0.029391,34.5,1,24,0
641,0.009236,13.5,1,60,0
2794,0.023537,38.1,0,149,1
4774,0.002638,35.9,1,20,0
1188,0.000478,96.5,1,89,0
3463,0.029039,69.8,0,40,0
124,0.003765,53.1,1,29,0
1672,0.005845,96.9,0,31,0
3058,0.001218,90.3,0,63,0
4336,0.018135,51.2,0,12,0
1867,0.00028,90.6,0,156,0
4843,0.017957,40.4,4,23,0
2335,0.001512,23.0,0,39,0
300,0.021765,23.3,0,42,0
3298,0.013085,66.2,1,83,0
356,0.001799,50.1,0,57,0
3847,0.008343,65.9,0,29,0
4742,0.003749,68.6,0,115,0
2341,0.001963,2.2,0,18,0
3275,0.019603,5.4,0,16,0
3706,0.005167,53.3,1,9,0
3436,0.005084,19.1,1,46,0
4997,0.001862,63.3,1,5,0
513,0.00483,55.2,1,50,0
2114,0.020527,58.6,1,22,0
1481,0.004512,30.2,0,37,0
1198,0.047454,70.3,0,89,1
3526,0.029245,82.9,0,41,0
3755,0.001565,99.8,0,29,0
1009,0.001952,83.8,0,44,0
287,0.019854,55.7,1,40,0
4144,0.004988,19.3,1,15,0
3856,4.4e-05,68.1,1,55,0
2115,0.0032,93.8,0,14,0
2192,0.009104,21.2,0,18,0
3744,0.016058,25.6,0,106,0
2230,0.001432,14.9,0,47,0
457,0.001171,73.7,2,9,0
2522,0.025522,40.7,0,61,0
4357,0.013909,6.3,0,5,0
4645,0.008911,87.5,2,28,0
1597,0.014661,55.8,0,9,0
2258,0.023063,45.9,0,90,1
2655,0.014207,34.4,0,18,0
2442,0.004649,29.0,0,13,0
3051,0.002798,45.5,1,23,0
1338,0.042406,45.8,1,191,1
1073,0.005442,54.8,1,3,0
4827,0.039834,77.4,0,11,0
4065,0.0043,67.4,1,59,0
1150,0.025476,29.4,0,110,0
3801,0.027025,52.9,0,1,0
2880,0.002769,84.0,0,21,0
1688,0.016006,6.8,0,78,0
3978,0.005675,7.8,1,40,0
2468,0.024953,55.6,0,27,0
536,0.005981,63.9,1,62,0
2928,0.058846,34.7,0,159,1
1656,0.006292,74.5,0,9,0
3958,0.002585,64.6,0,12,0
1404,0.002223,92.3,0,76,0
2484,0.047852,28.2,1,51,1
282,0.014085,75.1,0,51,0
1689,0.009291,8.4,2,32,0
1687,0.021921,69.9,1,70,1
759,0.003317,55.2,0,48,0
259,0.006567,38.8,1,21,0
4053,0.023329,92.8,2,74,1
1111,0.017012,0.4,0,19,0
152,0.045944,52.0,1,25,0
2407,0.005224,21.7,1,17,0
1328,0.00011,74.3,1,28,0
1135,0.030429,15.0,1,52,1
3802,0.010571,83.2,0,28,0
4145,0.00947,83.8,0,17,0
4549,0.015505,83.3,2,15,0
1364,0.002929,15.3,0,54,0
1984,0.014424,63.0,1,107,0
1909,0.011647,1.4,1,15,0
3267,0.040092,97.3,1,122,1
3897,0.007885,72.3,1,58,0
2441,0.001593,53.1,0,21,0
3514,0.006025,73.1,2,47,0
917,0.021303,9.4,3,56,0
2537,0.005468,52.9,0,20,0
988,0.018299,29.1,0,32,0
767,0.008922,97.3,0,61,0
4828,0.00213,85.7,0,9,0
2724,0.008701,73.3,0,113,0
4332,0.007052,93.4,0,60,0
4623,0.005086,34.7,1,11,0
918,0.001274,90.1,0,102,0
2288,0.005391,32.5,0,51,0
1206,0.000755,73.3,0,36,0
2324,0.00104,73.6,1,31,0
297,0.005377,1.8,1,11,0
2771,0.003644,36.1,0,24,0
3592,0.025976,1.9,0,10,0
2548,0.052464,100.0,0,83,1
570,0.014182,12.2,0,55,0
2048,0.007555,54.3,0,14,0
3999,0.012177,79.1,1,21,0
2110,0.003013,20.1,0,19,0
3900,0.028457,48.5,0,56,0
4218,0.040503,71.7,1,105,1
3896,0.017798,16.0,0,17,0
4088,0.049764,84.4,1,98,1
334,0.001056,29.9,0,25,0
1028,0.0112,21.1,0,25,0
3707,7.8e-05,55.8,1,17,0
622,0.006449,41.0,0,21,0
3623,0.002142,92.0,1,31,0
4626,0.009872,88.0,1,43,0
4988,0.038834,48.3,0,62,0
1729,0.006244,35.9,1,31,0
4728,0.01701,32.6,0,41,0
1416,0.007088,26.8,1,36,0
2957,0.006849,54.5,0,57,0
1224,0.026653,80.5,1,52,0
2687,0.034918,38.9,0,119,1
1123,0.015408,19.0,0,25,0
1478,0.003513,47.5,1,108,0
3474,0.007875,6.9,1,8,0
1619,0.002535,70.1,0,27,0
326,0.005868,51.8,1,59,0
991,0.006621,49.6,0,4,0
4172,0.029712,35.7,0,87,1
2357,0.022636,90.5,1,39,0
2888,0.018368,16.5,1,128,1
496,0.000179,87.0,2,44,0
2178,0.019789,37.7,0,35,0
4844,0.036288,100.0,0,63,1
4524,0.009725,72.9,0,5,0
3337,0.000253,10.4,0,43,0
3993,0.0051,83.2,1,90,0
2105,0.042659,68.2,1,18,0
2116,0.001061,3.2,1,47,0
3271,0.025705,28.0,1,91,1
2768,0.003669,63.6,1,67,0
1978,0.023548,66.3,1,78,0
1296,0.020352,74.7,0,53,0
1872,0.036688,85.3,0,100,1
261,0.000847,66.0,1,19,0
4076,0.009865,76.6,0,26,0
1851,0.0041,57.5,0,30,0
875,0.01115,26.1,0,13,0
1039,0.000326,91.2,0,46,0
3320,0.001432,1.8,0,17,0
639,0.049496,47.1,0,62,1
1561,0.002387,72.9,1,59,0
455,0.01949,42.7,1,34,0
3704,0.000604,2.5,1,125,0
3423,0.002427,6.6,0,27,0
334,0.065433,64.9,0,20,0
1648,0.005675,96.5,0,45,0
2196,0.012139,55.2,0,62,0
4313,0.002017,50.7,0,16,0
2201,0.009413,31.8,0,51,0
1773,0.01295,25.7,0,28,0
2200,0.052215,15.3,0,56,1
3757,0.017655,27.3,0,47,0
4753,0.026106,51.6,0,79,1
3696,0.004929,19.8,0,3,0
3848,0.008156,8.7,1,16,0
3273,0.045399,85.9,1,37,1
1915,0.00181,89.5,0,17,0
3941,0.048303,100.0,0,52,1
2105,0.026611,68.8,0,68,1
4593,0.005123,5.3,1,32,0
774,0.014318,74.1,1,39,0
486,0.006588,11.0,1,39,0
2258,0.028187,67.0,0,67,0
2761,0.003477,77.9,0,29,0
2164,0.005373,72.6,0,11,0
3951,0.036721,100.0,1,68,1
3353,0.007897,73.8,0,133,0
4736,0.007919,69.3,0,24,0
4366,0.000548,26.2,0,35,0
839,0.017054,97.8,0,105,1
1501,0.003157,18.0,0,20,0
3359,0.086544,100.0,1,93,1
2377,0.003687,31.3,0,33,0
4004,0.021585,13.0,0,33,0
4023,0.011277,82.7,0,59,0
4314,0.004169,0.2,1,27,0
3327,0.026754,88.3,1,132,1
2931,0.018359,26.2,0,9,0
3858,0.021487,88.5,0,30,0
2612,0.014607,79.5,1,66,1
2251,0.004149,66.6,0,12,0
3775,0.004083,36.5,0,35,0
2845,0.00043,5.9,0,9,0
3966,0.009119,83.0,0,27,0
3864,0.030781,27.3,3,64,1
2322,0.004806,37.2,0,10,0
2892,0.013472,60.0,0,15,0
1797,0.009881,48.2,0,37,0
3562,0.00471,19.9,1,5,0
4163,0.001521,14.1,2,69,0
1624,0.012355,12.3,1,15,0
4860,0.01928,86.3,0,49,0
132,0.011579,3.2,0,2,0
4125,0.00018,97.7,1,8,0
2666,0.002436,19.9,1,31,0
2903,0.00072,11.0,1,43,0
3996,0.008449,57.7,0,34,0
3809,0.014125,8.0,1,14,0
819,0.02903,73.6,0,31,1
4679,0.018222,85.1,0,38,0
1072,0.008108,4.8,0,62,0
3818,0.011711,80.0,1,15,0
4502,0.035544,39.4,0,27,0
4652,0.000874,15.9,0,15,0
2307,0.023149,17.6,0,20,0
4526,0.001348,91.9,0,46,0
4420,0.004992,11.1,0,11,0
3130,0.057702,92.9,1,84,1
3675,0.023672,54.4,0,34,0
3216,0.00706,3.9,0,37,0
3385,0.009017,46.4,0,84,0
743,0.012315,81.7,1,42,0
4811,0.017883,72.6,0,2,0
294,0.001296,48.9,0,38,0
4096,0.016611,86.0,1,87,0
588,0.006564,12.0,0,47,0
2304,0.00599,91.0,0,82,0
2757,0.005515,84.6,2,23,0
3376,0.007117,70.8,1,44,0
1202,0.029013,81.8,0,12,0
1341,0.007945,54.4,0,8,0
615,0.030614,67.5,1,68,0
492,0.001988,56.1,1,37,0
730,0.045153,44.0,1,148,1
3816,0.051854,69.7,0,93,1
1947,0.011367,25.7,0,20,0
2755,0.009337,44.0,0,89,0
1079,0.00832,28.1,0,6,0
4629,0.019728,12.3,0,17,0
3502,0.01724,32.2,1,28,0
3971,0.001304,85.2,0,11,0
377,0.018877,38.1,0,62,0
332,0.005346,74.8,0,18,0
1652,0.002926,17.5,0,7,0
3370,0.020384,42.4,1,43,0
2509,0.005657,11.5,1,104,0
3612,0.034724,27.9,1,86,1
125,0.003057,61.7,0,70,0
560,3.9e-05,60.7,0,49,0
3864,0.006841,21.3,2,15,0
3531,0.001056,47.4,0,34,0
3583,0.01404,86.3,1,21,0
2094,0.003231,17.4,0,46,0
590,0.005863,1.9,2,2,0
1172,0.000911,65.2,1,12,0
3273,0.003378,5.3,0,43,0
315,0.045406,100.0,1,125,1
1823,0.001644,61.0,2,61,0
1692,0.010417,47.0,0,28,0
2706,0.024941,43.0,0,31,0
258,0.025209,65.0,1,92,1
4881,0.016661,9.1,1,60,0
3413,0.001154,93.0,0,33,0
2941,0.033753,76.8,0,83,1
1876,0.052198,32.2,1,169,1
2152,0.012556,56.3,1,8,0
2395,0.010204,13.3,0,9,0
1796,0.0109,1.8,0,66,0
3093,0.005348,63.1,1,7,0
2569,0.000456,64.8,1,33,0
2046,0.050154,72.2,0,29,1
3909,0.011354,18.3,0,64,0
2883,0.006402,60.3,0,60,0
3744,0.023002,5.7,0,44,0
2600,0.004097,60.9,0,80,0
3745,0.003486,55.4,1,8,0
2745,0.02062,65.5,0,7,0
2449,0.015945,89.5,0,27,0
2032,0.007236,85.0,0,65,0
3394,0.001401,98.1,0,11,0
1857,0.015082,100.0,2,114,1
1216,0.010678,77.2,0,8,0
2667,0.004862,95.6,0,52,0
3599,0.018108,86.7,0,21,0
592,0.029948,72.8,0,15,0
3406,0.01638,7.5,0,25,0
719,0.004741,4.9,0,45,0
3332,0.05555,92.1,2,49,1
3923,0.00433,49.0,1,1,0
2480,0.001828,81.5,0,78,0
1646,0.00034,31.3,1,46,0
3663,0.01912,49.4,1,79,1
1705,0.023388,70.0,0,29,0
3852,0.002731,91.5,0,137,0
4775,0.002313,8.8,1,53,0
1990,0.035006,86.1,0,43,0
1375,0.000253,79.3,0,27,0
2843,0.015408,31.6,0,13,0
2593,0.003877,35.5,1,49,0
456,0.000382,4.6,2,107,0
969,0.024986,1.6,2,17,0
985,0.001504,47.7,0,141,0
2101,0.050323,23.9,2,81,1
1383,0.003203,19.4,0,92,0
719,0.03287,90.5,2,98,1
982,0.031117,70.4,0,109,1
896,0.001228,63.4,0,5,0
3742,0.049104,31.8,2,64,1
3525,0.014294,82.9,0,17,0
1396,0.006647,86.8,1,4,0
4814,0.004199,52.3,0,49,0
344,0.005419,91.3,0,14,0
2995,0.026443,84.5,1,28,0
1029,0.024163,73.1,0,29,0
619,0.034946,80.9,0,67,1
3312,0.021601,10.5,0,14,0
2509,0.003851,27.1,1,107,0
107,0.004798,6.7,1,32,0
2625,0.009512,0.9,0,9,0
3523,0.009772,15.8,1,16,0
2119,0.006572,88.0,1,18,0
4690,0.005119,24.0,1,53,0
4382,0.042817,97.0,0,49,0
3767,0.017211,59.7,0,17,0
3771,0.005709,23.7,0,26,0
2901,0.012994,49.7,0,3,0
185,0.003141,21.9,0,14,0
3215,0.001055,98.4,1,23,0
4332,0.004345,84.7,0,21,0
2568,0.005158,2.6,0,14,0
3719,0.000167,94.8,0,123,0
1736,0.028493,79.9,0,116,1
3683,0.00445,8.2,2,34,0
4109,0.008685,67.1,0,99,0
3426,0.000768,64.7,0,6,0
2318,0.001924,21.9,1,72,0
2317,0.022045,75.8,1,23,0
2469,0.009382,8.7,1,6,0
3738,0.030014,48.9,0,72,0
2603,0.066846,1.0,1,23,0
1043,0.00465,96.9,0,32,0
2937,0.00355,75.2,0,14,0
2760,0.019544,15.9,0,43,0
3036,0.1,47.6,0,61,1
4544,0.009933,16.1,0,45,0
4047,0.033362,82.3,0,80,1
1776,0.03028,12.8,1,106,1
1296,0.00439,84.0,1,29,0
4205,0.035846,100.0,0,131,1
2887,0.017901,67.7,0,31,0
1561,0.028857,31.1,1,92,1
3418,0.000214,36.0,0,34,0
766,0.004105,47.7,2,43,0
2276,0.00156,60.5,0,42,0
3843,0.002652,66.9,0,4,0
700,0.02359,55.4,0,53,0
2752,0.046186,43.4,0,64,1
4522,0.002482,89.1,1,48,0
3924,0.003704,8.1,2,40,0
4006,0.009594,46.6,0,102,0
1079,0.0352,85.5,1,68,1
2551,0.002462,6.1,0,20,0
728,0.001794,70.5,1,7,0
1729,0.029895,87.8,1,63,1
3796,0.006982,66.1,0,34,0
3530,0.022498,11.7,2,90,1
3774,0.051992,29.2,1,45,1
4029,0.006234,34.2,0,4,0
2865,0.000606,23.4,0,13,0
4469,0.013066,96.3,0,24,0
4880,0.003988,65.2,1,12,0
215,0.010598,29.7,0,4,0
2103,0.003279,93.0,2,94,0
792,0.008457,74.1,1,1,0
3262,0.014791,28.5,1,19,0
1205,0.026312,37.9,0,27,0
3108,0.003026,19.9,0,22,0
2261,0.004078,97.1,2,15,0
253,0.006241,51.7,0,7,0
3799,0.062101,99.7,1,74,1
4510,0.023166,34.6,0,25,0
3886,0.045871,95.6,0,37,1
1164,0.001415,5.4,0,55,0
4300,0.006842,98.2,0,1,0
2013,0.001127,91.2,0,106,0
1316,0.00424,36.3,0,13,0
2501,0.042644,90.1,4,57,1
1872,0.010107,75.2,0,89,0
2060,0.029857,90.1,0,18,0
2880,0.057241,30.7,0,38,0
4904,0.004704,46.6,0,28,0
4846,0.009138,86.5,0,81,0
2971,0.019398,77.9,1,11,0
760,0.00125,39.3,0,30,0
2735,0.011698,84.6,1,17,0
2429,0.005257,4.7,1,18,0
4054,0.002309,78.2,0,38,0
2550,0.005154,20.7,1,64,0
1232,0.01191,36.3,0,124,1
799,0.011888,49.3,0,11,0
2138,0.002913,45.0,1,54,0
4747,0.003731,52.1,2,38,0
4600,0.001291,54.5,1,23,0
4657,0.02,33.2,0,46,0
2279,0.006801,17.5,2,28,0
2938,0.0413,85.6,1,128,1
973,0.008427,40.0,0,64,0
183,0.005285,50.6,1,18,0
1522,0.002138,64.5,1,107,0
2775,0.01367,91.0,0,5,0
3280,0.001359,70.8,3,53,0
4416,0.001097,4.5,0,17,0
4075,0.012384,83.9,1,158,0
1491,0.036027,100.0,0,112,1
3318,0.003664,47.2,0,52,0
4307,0.006448,97.0,1,41,0
714,0.005967,54.7,0,79,0
3071,0.030482,60.9,0,104,1
3665,0.009767,33.1,0,23,0
3676,0.055945,75.1,1,154,1
4670,0.01252,23.0,0,39,0
370,0.003462,10.5,0,71,0
4166,0.003891,2.7,0,54,0
2568,0.005762,29.2,0,8,0
1490,0.044493,49.5,0,119,1
3454,0.041956,55.2,0,12,0
4235,0.016823,29.3,0,45,0
3707,0.001799,98.4,2,14,0
2683,5.6e-05,29.2,0,96,0
4173,0.000437,44.1,1,25,0
3175,0.002798,10.3,0,7,0
4006,0.001214,26.1,0,120,0
389,0.007622,4.8,1,139,0
2580,0.019519,56.0,0,47,0
3352,0.013347,75.1,0,36,0
378,0.002428,19.6,0,46,0
3024,0.035575,51.4,0,65,1
680,0.007091,1.7,0,54,0
353,0.016618,84.0,1,35,0
4376,0.018271,78.0,0,52,0
4876,0.024048,6.3,0,24,0
924,0.007118,36.5,0,36,0
3932,0.011851,95.5,1,16,0
799,0.001186,39.2,0,39,0
1480,0.008331,52.6,0,20,0
3996,0.002859,35.5,0,73,0
1773,0.005651,59.6,1,82,0
2827,0.010053,97.8,0,12,0
3256,0.00297,99.8,0,54,0
3488,0.000536,77.5,1,116,0
4407,0.000103,40.4,1,47,0
483,0.000224,49.4,1,8,0
441,0.011848,45.1,0,95,1
2087,0.001169,98.6,1,2,0
4159,0.002738,70.8,0,31,0
3209,0.0025,44.9,0,51,0
4182,0.043273,1.2,0,5,0
4615,0.003653,52.0,0,14,0
2898,0.001363,98.4,1,18,0
3340,0.007887,52.3,1,38,0
2088,0.06765,27.6,0,144,1
3514,0.011334,2.2,0,24,0
1949,0.003511,35.5,2,44,0
405,0.008247,91.8,0,91,0
3713,0.012548,99.7,1,80,0
2849,0.042353,100.0,1,94,1
1235,0.010982,72.9,1,24,0
305,0.020465,55.8,2,16,0
4691,0.02041,59.1,1,41,0
3550,0.00865,53.9,0,96,0
3911,0.031746,76.5,1,67,1
3722,0.01026,41.9,0,11,0
3699,0.017049,66.9,0,5,0
2651,5.7e-05,12.2,0,59,0
4408,0.048279,26.6,1,27,0
409,0.00202,83.6,0,64,0
2808,0.006353,90.4,0,16,0
2091,0.02056,53.9,0,43,0
371,0.002549,3.2,0,84,0
3742,0.006478,92.7,0,53,0
4186,0.001422,70.2,0,7,0
1922,0.005027,41.4,0,3,0
3373,0.030403,73.9,1,40,1
4638,0.00452,43.0,0,34,0
4449,0.04271,51.7,1,107,1
620,0.049865,88.7,0,39,0
1076,0.052616,16.1,0,75,0
3822,0.001219,10.4,0,4,0
3651,0.052121,9.7,0,51,1
4205,0.000531,31.4,1,39,0
2873,0.000307,14.7,1,3,0
2652,0.001113,22.0,1,34,0
2932,0.033664,1.1,0,70,0
4007,0.028279,22.7,0,9,0
252,0.002156,33.3,1,43,0
3064,0.018213,9.4,1,92,1
3016,0.002751,60.8,1,61,0
2900,0.045019,64.5,1,96,1
1852,0.008433,9.7,1,22,0
2710,0.002505,59.5,1,23,0
3975,0.014131,99.9,0,20,0
1204,0.003704,94.4,0,30,0
2636,0.025527,0.3,0,53,0
4299,0.010692,79.5,0,60,0
3954,0.005733,35.4,1,30,0
3594,0.015602,6.4,0,15,0
2014,0.049872,38.1,1,42,1
3172,0.003432,32.2,1,12,0
1106,0.004151,52.3,0,49,0
506,0.074113,80.2,0,119,1
266,0.0018,74.9,0,63,0
608,0.000431,24.6,0,19,0
1761,0.006052,32.2,0,59,0
3764,0.016155,30.8,0,24,0
3589,0.01477,36.3,0,43,0
4958,0.025199,100.0,0,21,0
780,0.007619,77.8,0,13,0
2624,0.043408,100.0,0,55,1
2220,0.008884,69.3,4,46,0
4777,0.015069,40.6,0,39,0
4457,0.00098,39.0,0,54,0
1463,0.001895,48.9,1,43,0
1431,0.000124,41.7,0,31,0
2392,0.009005,82.8,0,52,0
1638,0.02178,46.5,1,45,0
3508,0.011107,29.6,0,32,0
660,0.071826,89.4,0,83,1
1199,0.000651,85.4,1,61,0
2003,0.023331,42.0,0,19,0
274,0.016824,66.8,0,13,0
2256,0.003772,5.9,0,24,0
2330,0.036316,52.9,0,27,0
4387,0.003396,4.5,0,38,0
4260,0.02201,2.9,0,24,0
4020,0.021265,61.3,0,49,0
1597,0.014174,30.3,0,48,0
3954,0.008289,74.3,0,10,0
3271,0.001278,89.6,1,28,0
1667,0.039627,27.4,0,61,1
1251,0.004413,72.5,1,52,0
468,0.015713,51.5,0,103,0
142,0.014194,11.2,0,86,0
2007,0.024148,65.2,2,27,0
3590,0.000149,60.9,1,17,0
2635,0.01656,51.6,1,9,0
4273,0.027881,92.6,1,17,0
2973,0.015573,52.1,0,77,0
1924,0.001395,99.1,0,46,0
1393,0.000848,50.9,1,28,0
4869,0.000211,11.6,0,10,0
4896,0.009909,47.0,1,32,0
4954,0.009934,18.2,1,27,0
3486,0.043362,59.7,0,18,0
3072,0.005076,69.3,0,91,0
4022,0.028568,61.2,0,31,1
1092,0.009793,9.8,1,94,0
2486,0.02935,59.2,1,92,1
2340,0.02761,8.1,1,72,0
1576,0.016252,68.2,1,51,0
3507,0.005563,79.0,0,79,0
489,0.049445,100.0,2,135,1
1099,0.0194,14.9,0,31,0
4720,0.006745,53.2,0,13,0
1955,0.002442,56.8,0,87,0
758,0.04405,98.3,2,138,1
2863,2e-06,62.7,0,85,0
3763,0.012667,14.6,1,31,0
1581,0.001178,43.6,0,15,0
3831,0.002795,65.5,2,12,0
551,0.025718,75.4,0,73,1
2575,0.045376,100.0,0,109,1
3322,0.005074,18.1,0,50,0
1637,0.011229,95.2,0,20,0
3193,0.000572,5.9,0,46,0
982,0.038475,100.0,1,75,1
4508,0.006916,85.8,1,15,0
4168,0.004109,66.0,0,10,0
2666,0.003507,73.5,1,31,0
3377,0.000694,7.3,3,25,0
474,0.022607,4.1,0,16,0
4646,0.011771,10.2,0,35,0
3797,0.001297,8.7,1,16,0
3162,0.000673,54.7,1,110,0
4790,0.036838,21.5,1,48,0
3350,0.011431,86.0,0,33,0
4695,0.023951,57.9,1,84,1
4659,0.012098,69.6,0,4,0
212,0.014119,65.3,0,36,0
3297,0.057602,37.8,4,80,1
2478,0.006499,24.3,0,6,0
2024,0.005619,34.2,0,83,0
239,0.000111,79.7,0,92,0
1524,0.066299,67.7,0,81,1
3049,0.027394,30.7,1,42,1
3268,0.002271,81.8,0,71,0
616,0.025208,5.5,0,57,0
2716,0.024643,69.9,0,51,0
987,0.078058,49.3,1,134,1
3204,0.041578,85.4,1,73,1
149,0.061122,92.7,1,59,0
4051,0.002806,75.0,0,21,0
3660,0.018467,44.2,1,38,0
118,0.017318,15.1,0,13,0
4921,0.002626,80.6,0,59,0
1573,0.001036,46.1,0,7,0
4161,0.087033,20.8,1,90,1
2706,0.00351,71.9,0,38,0
551,0.066048,39.0,0,86,1
3865,4.1e-05,4.9,0,47,0
2538,0.000212,90.3,0,24,0
4410,0.006271,48.3,1,70,0
1649,0.002727,28.1,1,22,0
3574,0.011707,71.6,2,22,0
227,0.008337,88.6,1,41,0
4955,0.000807,0.0,0,15,0
2861,0.001775,68.8,0,18,0
4556,0.004911,76.7,1,49,0
4764,0.002053,21.0,0,55,0
1515,0.015713,49.0,1,34,0
301,0.00538,8.9,0,30,0
2469,0.027788,86.4,1,209,1
617,0.006623,84.7,0,4,0
1441,0.000952,10.8,1,17,0
4876,0.00138,81.6,0,21,0
2088,0.002739,77.2,0,15,0
3645,0.019627,34.7,1,10,0
4620,0.025851,69.0,0,79,0
3902,0.017502,0.0,0,11,0
3375,0.004066,93.2,0,36,0
3754,0.049987,61.4,1,104,1
2534,0.007966,62.0,1,36,0
4973,0.012796,66.5,0,75,0
307,0.050166,56.1,0,31,0
